customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason
0094-OIFMO,Female,78,False,True,False,True,1,United States,California,North Hollywood,91605,34.207295,-118.400022,57146,Q3,False,0,11,Offer D,True,11.59,False,True,Fiber Optic,29,False,True,False,False,True,True,False,False,Month-to-Month,True,Bank Withdrawal,95.0,1120.3,0.0,120,127.49,1367.79,1,Churned,True,85,5980,Dissatisfaction,Product dissatisfaction
9947-OTFQU,Male,65,False,True,False,False,0,United States,California,Covina,91722,34.097345,-117.906736,33817,Q3,False,0,15,Offer D,True,29.11,False,True,Fiber Optic,29,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.4,1074.3,0.0,0,436.65,1510.9499999999998,1,Churned,True,86,4616,Competitor,Competitor had better devices
9514-JDSKI,Male,77,False,True,True,False,0,United States,California,El Monte,91732,34.074492,-118.01462,62660,Q3,True,1,1,Offer E,False,0.0,False,True,DSL,12,False,True,False,False,True,False,False,True,Month-to-Month,False,Bank Withdrawal,40.2,40.2,0.0,0,0.0,40.2,2,Churned,True,65,5828,Dissatisfaction,Limited range of services
7273-TEFQD,Male,67,False,True,False,False,0,United States,California,La Puente,91746,34.038983,-117.991372,30802,Q3,False,0,3,Offer E,False,0.0,False,True,DSL,28,False,False,True,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,41.15,132.2,0.0,0,0.0,132.2,2,Churned,True,96,2314,Price,Long distance charges
3606-TWKGI,Male,68,False,True,False,False,0,United States,California,Rowland Heights,91748,33.976753,-117.897367,46342,Q3,False,0,13,Offer D,True,32.68,True,True,Cable,11,False,True,True,False,True,True,False,False,Month-to-Month,True,Bank Withdrawal,106.9,1364.3,0.0,10,424.84,1799.1399999999999,1,Churned,True,84,2494,Competitor,Competitor had better devices
4385-GZQXV,Female,68,False,True,False,False,0,United States,California,Ontario,91764,34.074087,-117.605618,49474,Q3,False,0,16,Offer D,True,9.43,False,True,Fiber Optic,9,False,False,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,94.45,1511.2,0.0,0,150.88,1662.08,1,Churned,True,81,3810,Competitor,Competitor had better devices
3488-PGMQJ,Male,66,False,True,False,False,0,United States,California,Alpine,91901,32.827184,-116.703729,16486,Q3,False,0,8,None,True,1.78,False,True,Fiber Optic,7,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.5,606.55,0.0,0,14.24,620.79,2,Churned,True,80,4345,Dissatisfaction,Poor expertise of online support
7534-BFESC,Male,69,False,True,False,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,False,0,24,Offer C,True,30.87,True,True,Fiber Optic,15,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,76.1,1712.7,0.0,0,740.88,2453.58,2,Churned,True,91,2018,Competitor,Competitor made better offer
8098-LLAZX,Female,74,False,True,False,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,False,0,4,Offer E,True,31.61,True,True,Fiber Optic,2,False,False,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,95.45,396.1,0.0,0,126.44,522.54,3,Churned,True,85,3677,Competitor,Competitor made better offer
0265-EDXBD,Male,76,False,True,True,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,True,2,32,Offer C,True,47.34,True,True,Fiber Optic,10,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.9,2303.35,0.0,0,1514.88,3818.23,2,Churned,True,69,4105,Attitude,Attitude of support person
2840-XANRC,Male,77,False,True,True,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,True,1,24,Offer C,True,16.1,False,True,Cable,12,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,93.15,2231.05,0.0,0,386.40000000000003,2617.4500000000003,2,Churned,True,73,2212,Competitor,Competitor made better offer
5020-ZSTTY,Female,70,False,True,False,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,False,0,54,Offer B,True,12.08,True,True,DSL,5,True,True,False,True,True,True,True,True,One Year,False,Bank Withdrawal,82.45,4350.1,0.0,0,652.32,5002.42,1,Churned,True,83,4149,Competitor,Competitor made better offer
5804-LEPIM,Female,74,False,True,False,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,False,0,2,Offer E,True,13.17,False,True,Fiber Optic,10,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,70.35,139.05,0.0,0,26.34,165.39000000000001,3,Churned,True,73,2671,Other,Don't know
0623-IIHUG,Female,77,False,True,False,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,False,0,21,None,False,0.0,False,True,Cable,8,True,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,41.9,840.1,0.0,0,0.0,840.1,1,Churned,True,90,4778,Competitor,Competitor made better offer
9057-MSWCO,Male,71,False,True,True,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,False,0,27,None,False,0.0,False,True,Cable,13,True,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,30.75,805.1,0.0,140,0.0,945.1,1,Churned,True,91,2927,Competitor,Competitor made better offer
4895-TMWIR,Male,79,False,True,True,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,True,1,11,None,True,29.54,False,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Mailed Check,19.95,214.75,0.0,0,324.94,539.69,1,Churned,True,80,5888,Competitor,Competitor made better offer
0533-BNWKF,Female,66,False,True,True,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,True,2,55,Offer B,True,42.82,True,True,Fiber Optic,27,False,True,True,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,85.45,4874.7,0.0,90,2355.1,7319.799999999999,1,Churned,True,91,5502,Competitor,Competitor made better offer
0334-GDDSO,Male,77,False,True,False,False,0,United States,California,San Diego,92122,32.85723,-117.209774,34902,Q3,False,0,3,Offer E,True,9.22,True,True,Fiber Optic,14,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,81.35,233.7,0.0,0,27.660000000000004,261.36,1,Churned,True,73,2818,Competitor,Competitor made better offer
5564-NEMQO,Female,80,False,True,False,False,0,United States,California,Thermal,92274,33.53604,-116.119222,17018,Q3,False,0,1,Offer E,True,35.09,False,True,Fiber Optic,17,False,False,True,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,75.3,75.3,0.0,20,35.09,130.39,2,Churned,True,67,4902,Dissatisfaction,Network reliability
6235-VDHOM,Female,77,False,True,False,False,0,United States,California,Riverside,92509,34.004379,-117.447864,63999,Q3,False,0,5,Offer E,False,0.0,False,True,DSL,26,False,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,28.45,131.05,0.0,0,0.0,131.05,2,Churned,True,89,4099,Dissatisfaction,Limited range of services
5609-CEBID,Female,77,False,True,False,False,0,United States,California,Hemet,92544,33.644585,-116.871544,39264,Q3,False,0,20,None,True,48.73,True,True,Fiber Optic,12,False,True,True,False,False,True,False,False,Month-to-Month,True,Bank Withdrawal,94.1,1782.4,0.0,80,974.5999999999999,2837.0,1,Churned,True,87,2666,Competitor,Competitor had better devices
5956-VKDTT,Female,72,False,True,True,False,0,United States,California,Moreno Valley,92557,33.970661,-117.255039,46214,Q3,True,4,5,Offer E,True,45.76,True,True,Fiber Optic,22,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.35,334.8,0.0,0,228.79999999999998,563.6,1,Churned,True,82,5273,Dissatisfaction,Product dissatisfaction
0257-ZESQC,Female,80,False,True,True,False,0,United States,California,Perris,92571,33.828289,-117.201666,26357,Q3,True,2,27,None,True,7.02,False,True,Cable,25,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,75.2,1929.35,0.0,0,189.54,2118.89,1,Churned,True,91,4517,Attitude,Attitude of support person
2865-TCHJW,Female,74,False,True,False,False,0,United States,California,Anaheim,92807,33.848733,-117.788357,36301,Q3,False,0,4,None,True,48.35,True,True,Cable,24,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,89.2,346.2,0.0,0,193.4,539.6,1,Churned,True,74,5808,Competitor,Competitor had better devices
5192-EBGOV,Female,68,False,True,False,False,0,United States,California,Brea,92823,33.924143,-117.79387,1408,Q3,False,0,1,None,True,45.81,True,True,Fiber Optic,21,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,85.7,85.7,0.0,0,45.81,131.51,1,Churned,True,66,4880,Competitor,Competitor had better devices
3419-SNJJD,Female,78,False,True,True,False,0,United States,California,Yorba Linda,92887,33.884073,-117.732197,20893,Q3,True,3,65,Offer B,True,18.39,True,True,Fiber Optic,28,True,False,True,False,True,True,False,True,Month-to-Month,False,Bank Withdrawal,105.25,6786.4,0.0,0,1195.3500000000001,7981.75,1,Churned,True,91,4196,Attitude,Attitude of support person
4554-YGZIH,Male,75,False,True,True,False,0,United States,California,Summerland,93067,34.420998,-119.60137,576,Q3,True,3,49,Offer B,True,22.92,True,True,Fiber Optic,14,False,True,False,False,False,True,False,True,Month-to-Month,False,Credit Card,90.05,4547.25,0.0,0,1123.0800000000002,5670.33,2,Churned,True,96,5059,Competitor,Competitor made better offer
5099-BAILX,Male,77,False,True,True,False,0,United States,California,Santa Barbara,93101,34.419203,-119.710008,31727,Q3,True,1,43,Offer B,True,14.52,True,True,Fiber Optic,5,False,True,True,True,True,True,False,True,Month-to-Month,True,Bank Withdrawal,110.75,4687.9,0.0,0,624.36,5312.259999999999,2,Churned,True,65,2728,Competitor,Competitor made better offer
4913-EHYUI,Male,80,False,True,True,False,0,United States,California,Alpaugh,93201,35.869626,-119.498771,1054,Q3,False,0,56,Offer B,True,48.8,True,True,Fiber Optic,12,True,False,True,False,True,True,False,True,One Year,True,Bank Withdrawal,104.55,5794.65,0.0,0,2732.7999999999997,8527.449999999999,1,Churned,True,91,6268,Competitor,Competitor offered higher download speeds
1626-ERCMM,Male,75,False,True,True,False,0,United States,California,Camp Nelson,93208,36.057458,-118.591951,191,Q3,True,7,20,None,True,5.31,True,True,Fiber Optic,10,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,94.55,1899.65,0.0,0,106.19999999999999,2005.8500000000001,1,Churned,True,84,5604,Competitor,Competitor had better devices
5644-PDMZC,Female,69,False,True,False,False,0,United States,California,Delano,93215,35.772244,-119.209689,37280,Q3,False,0,2,None,True,47.47,True,True,Fiber Optic,19,False,True,False,False,False,True,True,True,Month-to-Month,False,Bank Withdrawal,89.5,161.5,0.0,0,94.94,256.44,2,Churned,True,80,2065,Attitude,Attitude of support person
4160-AMJTL,Female,74,False,True,False,False,0,United States,California,Fellows,93224,35.215731,-119.57013,626,Q3,False,0,8,None,True,27.95,False,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,19.65,164.3,0.0,0,223.6,387.9,2,Churned,True,83,5432,Attitude,Attitude of support person
0823-HSCDJ,Male,76,False,True,False,False,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,False,0,52,None,False,0.0,False,True,DSL,18,False,True,False,False,True,True,True,False,Month-to-Month,True,Bank Withdrawal,49.15,2550.9,0.0,30,0.0,2580.9,2,Churned,True,90,5597,Competitor,Competitor made better offer
0067-DKWBL,Male,69,False,True,False,False,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,False,0,2,None,True,43.99,False,True,DSL,27,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,49.25,91.1,0.0,0,87.98,179.07999999999998,2,Churned,True,95,3475,Competitor,Competitor made better offer
5244-IRFIH,Male,72,False,True,True,False,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,True,1,33,None,True,27.78,True,True,Fiber Optic,8,False,False,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,94.5,3105.55,0.0,0,916.74,4022.29,3,Churned,True,91,4333,Other,Poor expertise of online support
2684-EIWEO,Female,69,False,True,False,False,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,False,0,30,None,True,45.88,True,True,Fiber Optic,19,True,True,True,False,False,False,False,True,Month-to-Month,False,Credit Card,91.7,2758.15,0.0,0,1376.4,4134.55,1,Churned,True,90,2482,Competitor,Competitor made better offer
6683-VLCTZ,Male,73,False,True,False,False,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,False,0,20,None,True,44.44,True,True,Fiber Optic,13,False,False,True,False,True,True,False,False,Month-to-Month,True,Bank Withdrawal,98.55,1842.8,0.0,120,888.8,2851.6,3,Churned,True,92,5444,Competitor,Competitor made better offer
0691-IFBQW,Female,65,False,True,False,False,0,United States,California,Biola,93606,36.798882,-120.019511,807,Q3,False,0,46,None,True,2.37,True,True,Fiber Optic,20,True,True,True,False,True,True,True,True,One Year,True,Bank Withdrawal,110.0,4874.8,0.0,0,109.02000000000001,4983.820000000001,1,Churned,True,81,2403,Competitor,Competitor made better offer
3643-AHCFP,Male,74,False,True,True,False,0,United States,California,Selma,93662,36.545322,-119.642281,26213,Q3,True,1,7,None,True,21.91,True,True,Cable,11,False,False,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,95.6,644.35,0.0,0,153.37,797.72,3,Churned,True,83,3265,Competitor,Competitor made better offer
9231-ZJYAM,Female,65,False,True,False,False,0,United States,California,Squaw Valley,93675,36.719141,-119.202677,3146,Q3,False,0,4,None,True,36.93,False,True,Fiber Optic,18,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,78.85,292.8,0.0,0,147.72,440.52,3,Churned,True,72,5301,Other,Moved
0727-BMPLR,Female,66,False,True,False,False,0,United States,California,Fresno,93706,36.654614,-119.903674,35790,Q3,False,0,55,None,True,37.38,True,True,Fiber Optic,7,False,False,True,False,True,True,True,False,One Year,True,Bank Withdrawal,100.0,5509.3,0.0,100,2055.9,7665.200000000001,3,Churned,True,83,5679,Competitor,Competitor offered higher download speeds
0947-MUGVO,Male,71,False,True,True,False,0,United States,California,Jolon,93928,35.930782,-121.189757,254,Q3,True,1,20,None,True,5.37,False,True,Fiber Optic,24,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,73.65,1463.5,0.0,0,107.4,1570.9,1,Churned,True,95,5849,Competitor,Competitor had better devices
0781-LKXBR,Male,65,False,True,False,False,0,United States,California,San Francisco,94102,37.7795,-122.419233,28998,Q3,False,0,9,None,True,48.71,True,True,Fiber Optic,15,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,100.5,918.6,0.0,0,438.39,1356.99,1,Churned,True,70,4038,Competitor,Competitor had better devices
1907-UBQFC,Male,69,False,True,False,False,0,United States,California,San Francisco,94108,37.791998,-122.408653,13723,Q3,False,0,10,None,True,5.46,False,True,Fiber Optic,24,False,True,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,72.85,688.65,0.0,30,54.6,773.25,1,Churned,True,91,3189,Competitor,Competitor had better devices
6513-EECDB,Male,75,False,True,True,False,0,United States,California,San Francisco,94114,37.758085,-122.434801,30587,Q3,False,0,1,None,True,36.92,True,True,Fiber Optic,6,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,73.55,73.55,0.0,0,36.92,110.47,2,Churned,True,94,4369,Price,Price too high
7074-IEVOJ,Female,75,False,True,False,False,0,United States,California,San Francisco,94130,37.820894,-122.369725,1458,Q3,False,0,3,None,True,41.9,True,True,Fiber Optic,11,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,79.4,205.05,0.0,0,125.69999999999999,330.75,1,Churned,True,91,3501,Dissatisfaction,Product dissatisfaction
4750-ZRXIU,Female,68,False,True,False,False,0,United States,California,Palo Alto,94304,37.386978,-122.177746,1723,Q3,False,0,4,None,True,6.68,True,True,Cable,17,False,False,False,False,False,True,False,True,Month-to-Month,True,Bank Withdrawal,84.6,360.1,0.0,0,26.72,386.82000000000005,1,Churned,True,83,2467,Competitor,Competitor had better devices
7028-DVOIQ,Male,71,False,True,False,False,0,United States,California,Birds Landing,94512,38.140719,-121.838298,138,Q3,False,0,35,None,True,20.83,True,True,Fiber Optic,19,False,False,True,False,True,True,False,False,Month-to-Month,True,Bank Withdrawal,99.05,3395.8,0.0,120,729.05,4244.85,1,Churned,True,82,2074,Other,Don't know
4208-UFFGW,Male,80,False,True,False,False,0,United States,California,Byron,94514,37.83323,-121.601461,10153,Q3,False,0,2,Offer E,True,26.62,False,True,DSL,11,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,44.95,85.15,0.0,0,53.24,138.39000000000001,2,Churned,True,84,5900,Other,Don't know
9889-TMAHG,Male,66,False,True,False,False,0,United States,California,Fremont,94539,37.516791,-121.899117,46917,Q3,False,0,8,None,True,11.57,False,True,Fiber Optic,27,True,False,False,True,True,True,True,True,Month-to-Month,False,Credit Card,100.3,832.35,0.0,0,92.56,924.9100000000001,1,Churned,True,74,5084,Competitor,Competitor had better devices
8919-FYFQZ,Male,73,False,True,True,False,0,United States,California,Livermore,94550,37.571748,-121.659562,75929,Q3,True,2,44,None,False,0.0,False,True,Cable,28,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,30.35,1359.7,0.0,0,0.0,1359.7,1,Churned,True,96,4829,Competitor,Competitor had better devices
6646-QVXLR,Male,77,False,True,True,False,0,United States,California,Napa,94558,38.489789,-122.27011,63947,Q3,True,1,62,None,True,7.11,True,True,Fiber Optic,16,False,True,True,False,True,True,True,True,One Year,True,Bank Withdrawal,103.75,6383.35,0.0,0,440.82,6824.17,1,Churned,True,91,5052,Competitor,Competitor had better devices
9369-XFEHK,Female,76,False,True,True,False,0,United States,California,Pleasanton,94566,37.633361,-121.862395,36669,Q3,True,1,33,None,True,33.19,True,True,Cable,15,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,80.6,2656.5,0.0,0,1095.27,3751.77,2,Churned,True,72,3601,Competitor,Competitor offered more data
1374-DMZUI,Female,65,False,True,False,False,0,United States,California,San Ramon,94583,37.766556,-121.976784,44078,Q3,False,0,4,Offer E,True,49.5,True,True,Fiber Optic,23,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,94.3,424.45,0.0,0,198.0,622.45,2,Churned,True,91,5419,Competitor,Competitor made better offer
1989-PRJHP,Male,75,False,True,True,False,0,United States,California,Pleasanton,94588,37.685052,-121.912061,28568,Q3,True,1,27,None,True,10.6,True,True,Fiber Optic,23,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,75.5,1893.95,0.0,0,286.2,2180.15,1,Churned,True,65,2377,Competitor,Competitor had better devices
4822-RVYBB,Male,75,False,True,False,False,0,United States,California,Berkeley,94704,37.871416,-122.246597,21205,Q3,False,0,8,Offer E,True,40.45,True,True,Fiber Optic,29,False,False,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,100.6,819.4,0.0,0,323.6,1143.0,1,Churned,True,90,5906,Attitude,Attitude of support person
4184-TJFAN,Female,68,False,True,True,False,0,United States,California,Berkeley,94707,37.897753,-122.279391,11889,Q3,True,1,3,Offer E,True,25.77,False,True,Fiber Optic,2,True,False,False,True,True,False,False,True,Month-to-Month,True,Mailed Check,88.3,273.75,0.0,0,77.31,351.06,1,Churned,True,68,4486,Attitude,Attitude of support person
4145-UQXUQ,Female,71,False,True,False,False,0,United States,California,Berkeley,94710,37.872902,-122.303708,8157,Q3,False,0,8,Offer E,True,42.93,False,True,Fiber Optic,9,False,False,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,92.1,729.95,0.0,0,343.44,1073.39,1,Churned,True,81,5662,Competitor,Competitor had better devices
1236-WFCDV,Male,74,False,True,False,False,0,United States,California,Greenbrae,94904,37.946617,-122.563571,12010,Q3,False,0,14,None,True,11.31,False,True,Fiber Optic,24,False,False,False,False,True,True,False,True,Month-to-Month,False,Credit Card,90.45,1266.1,0.0,0,158.34,1424.4399999999998,3,Churned,True,96,4777,Competitor,Competitor offered more data
1271-SJBGZ,Male,77,False,True,False,False,0,United States,California,Forest Knolls,94933,38.010092,-122.689442,1025,Q3,False,0,12,None,False,0.0,False,True,DSL,10,False,False,True,True,False,True,False,True,Month-to-Month,True,Bank Withdrawal,43.65,526.95,0.0,0,0.0,526.95,1,Churned,True,74,2437,Competitor,Competitor had better devices
4441-NIHPT,Female,73,False,True,False,False,0,United States,California,Freedom,95019,36.936228,-121.785559,4753,Q3,False,0,13,None,True,40.37,False,True,Fiber Optic,21,False,False,True,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.3,940.35,0.0,0,524.81,1465.1599999999999,1,Churned,True,90,2995,Competitor,Competitor had better devices
8999-BOHSE,Female,68,False,True,False,False,0,United States,California,Gilroy,95020,37.03889,-121.528955,49968,Q3,False,0,11,None,True,3.96,False,True,Fiber Optic,27,False,False,False,False,True,True,False,True,Month-to-Month,False,Bank Withdrawal,89.7,1047.7,0.0,0,43.56,1091.26,2,Churned,True,89,2202,Attitude,Attitude of support person
7029-RPUAV,Male,74,False,True,True,False,0,United States,California,Los Gatos,95030,37.222842,-121.988727,13290,Q3,True,1,17,None,True,28.18,True,True,Cable,16,False,False,True,False,True,True,False,True,Month-to-Month,True,Credit Card,100.45,1622.45,0.0,0,479.06,2101.51,3,Churned,True,87,5508,Competitor,Competitor offered more data
8111-SLLHI,Male,65,False,True,True,False,0,United States,California,San Jose,95128,37.316146,-121.936285,32804,Q3,True,1,39,None,True,33.25,True,True,Fiber Optic,26,False,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,105.65,4284.8,0.0,0,1296.75,5581.55,3,Churned,True,96,4687,Attitude,Attitude of support person
5293-WXJAK,Female,73,False,True,True,False,0,United States,California,San Jose,95135,37.28682,-121.723877,15798,Q3,True,5,11,None,True,17.25,True,True,Fiber Optic,27,False,False,True,True,True,True,False,True,Month-to-Month,True,Bank Withdrawal,104.05,1133.65,0.0,0,189.75,1323.4,3,Churned,True,82,4553,Competitor,Competitor offered more data
4086-YQSNZ,Female,74,False,True,True,False,0,United States,California,Glencoe,95232,38.358464,-120.579304,21,Q3,True,1,3,Offer E,True,3.29,False,True,Fiber Optic,9,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,80.4,224.05,0.0,0,9.870000000000001,233.92000000000002,2,Churned,True,89,3834,Attitude,Attitude of service provider
8399-YNDCH,Male,80,False,True,False,False,0,United States,California,Columbia,95310,38.085839,-120.37855,2144,Q3,False,0,21,None,True,34.62,False,True,DSL,14,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,60.05,1236.15,0.0,0,727.02,1963.17,1,Churned,True,70,4716,Competitor,Competitor had better devices
5565-FILXA,Female,76,False,True,False,False,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,False,0,16,None,True,38.75,True,True,Fiber Optic,16,False,False,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,96.15,1529.2,0.0,0,620.0,2149.2,2,Churned,True,96,5913,Other,Don't know
